chr	start	stop
ENSG00000106853	chr9	111549722	111599893
ENSG00000059769	chr9	111631334	111654351
ENSG00000242616	chr9	111661605	111670226
ENSG00000148154	chr9	111896814	111935369
ENSG00000119314	chr9	112217716	112333667
ENSG00000119471	chr9	112380080	112472405
ENSG00000148153	chr9	112683926	112718149
ENSG00000119321	chr9	113161006	113221318
ENSG00000136868	chr9	113221544	113264492
ENSG00000176386	chr9	113255835	113275572
ENSG00000136875	chr9	113275642	113294009
ENSG00000119411	chr9	113349541	113371233
ENSG00000119431	chr9	113373419	113376999
ENSG00000148218	chr9	113386312	113401290
ENSG00000148229	chr9	113407235	113410675
ENSG00000138835	chr9	113444731	113597743
ENSG00000157657	chr9	113876282	114056591
ENSG00000136883	chr9	114086126	114099291
ENSG00000229314	chr9	114323056	114326475
ENSG00000228278	chr9	114329869	114333256
ENSG00000106948	chr9	114334156	114394405
ENSG00000095397	chr9	114402080	114505473
ENSG00000136888	chr9	114587769	114598879
ENSG00000157693	chr9	114611206	114646422
ENSG00000041982	chr9	115019575	115118257
ENSG00000148219	chr9	116425225	117415070
ENSG00000136869	chr9	117704175	117724735
ENSG00000136861	chr9	120388869	120580170
ENSG00000106780	chr9	120600811	120714470
ENSG00000119402	chr9	120751978	120793416
ENSG00000095261	chr9	120815496	120842951
ENSG00000119396	chr9	121178133	121223014
ENSG00000148180	chr9	121207794	121332843
ENSG00000148175	chr9	121338987	121370304
ENSG00000136848	chr9	121567057	121785530
ENSG00000119421	chr9	122144058	122159779
ENSG00000119446	chr9	122237622	122264840
ENSG00000148187	chr9	122264603	122331337
ENSG00000136940	chr9	122798389	122828588
ENSG00000056586	chr9	122844556	122905359
ENSG00000186130	chr9	122908056	122913323
ENSG00000011454	chr9	122940833	123104866
ENSG00000165209	chr9	123109500	123268586
ENSG00000119522	chr9	123379654	123930152
ENSG00000119408	chr9	124257606	124353307
ENSG00000136930	chr9	124353465	124415444
ENSG00000136942	chr9	124857880	124861981
ENSG00000136950	chr9	124862130	124877733
ENSG00000136935	chr9	124878275	124948492
ENSG00000119414	chr9	125146573	125189939
ENSG00000136933	chr9	125200542	125234161
ENSG00000044574	chr9	125234853	125241343
ENSG00000165219	chr9	125261794	125367207
ENSG00000119487	chr9	125437393	125707234
ENSG00000167081	chr9	125747345	125967377
ENSG00000169155	chr9	126805006	126838210
ENSG00000136859	chr9	127087348	127122635
ENSG00000136856	chr9	127397138	127408424
ENSG00000197958	chr9	127447674	127451406
ENSG00000148356	chr9	127451486	127503501
ENSG00000136830	chr9	127505339	127578989
ENSG00000136854	chr9	127579370	127696027
ENSG00000187024	chr9	127690348	127724873
ENSG00000160404	chr9	127731524	127735313
ENSG00000136807	chr9	127785679	127790792
ENSG00000136877	chr9	127794597	127814327
ENSG00000106991	chr9	127815012	127854756
ENSG00000106992	chr9	127866486	127877675
ENSG00000136908	chr9	127935099	127938484
ENSG00000167106	chr9	127940582	127980989
ENSG00000148339	chr9	128068201	128109245
ENSG00000148334	chr9	128120693	128128462
ENSG00000148346	chr9	128149071	128153453
ENSG00000171159	chr9	128160265	128163924
ENSG00000148337	chr9	128161251	128204383
ENSG00000167110	chr9	128255829	128275995
ENSG00000175854	chr9	128275379	128316123
ENSG00000167112	chr9	128305159	128322447
ENSG00000167113	chr9	128322544	128334072
ENSG00000167114	chr9	128340527	128361470
ENSG00000167118	chr9	128371361	128392016
ENSG00000167123	chr9	128411751	128437351
ENSG00000136811	chr9	128455186	128501292
ENSG00000119392	chr9	128504719	128542288
ENSG00000197694	chr9	128552558	128633662
ENSG00000119333	chr9	128633661	128656787
ENSG00000119335	chr9	128683424	128696400
ENSG00000160446	chr9	128720870	128724127
ENSG00000223478	chr9	128724445	128733194
ENSG00000160445	chr9	128729786	128772414
ENSG00000107021	chr9	128787253	128810430
ENSG00000167136	chr9	128818500	128822676
ENSG00000198917	chr9	128819651	128829794
ENSG00000171097	chr9	128832942	128882494
ENSG00000136802	chr9	128882112	128918039
ENSG00000175287	chr9	128920966	128942041
ENSG00000175283	chr9	128945530	128947603
ENSG00000095319	chr9	128947699	129007096
ENSG00000148341	chr9	129007036	129028303
ENSG00000148343	chr9	129036621	129072082
ENSG00000167130	chr9	129081111	129090438
ENSG00000095321	chr9	129094794	129111189
ENSG00000119383	chr9	129110950	129148946
ENSG00000148335	chr9	129608884	129636131
ENSG00000148331	chr9	129634604	129642169
ENSG00000136816	chr9	129803157	129811281
ENSG00000136827	chr9	129812942	129824244
ENSG00000136819	chr9	129827290	129835863
ENSG00000136878	chr9	129834698	129881838
ENSG00000187239	chr9	129887187	130043194
ENSG00000148358	chr9	130053426	130140169
ENSG00000107130	chr9	130172404	130237303
ENSG00000130707	chr9	130444961	130501274
ENSG00000107164	chr9	130578965	130638352
ENSG00000130713	chr9	130693721	130704894
ENSG00000097007	chr9	130713016	130887675
ENSG00000126878	chr9	131096476	131123152
ENSG00000126883	chr9	131125586	131234663
ENSG00000130723	chr9	131373636	131500197
ENSG00000130714	chr9	131502902	131523806
ENSG00000130717	chr9	131523801	131531264
ENSG00000107263	chr9	131576770	131740074
ENSG00000160563	chr9	131852928	132079867
ENSG00000196358	chr9	132161676	132244526
ENSG00000107290	chr9	132261356	132354986
ENSG00000125482	chr9	132375548	132406851
ENSG00000125484	chr9	132670035	132694953
ENSG00000165698	chr9	132878027	132890201
ENSG00000165699	chr9	132891348	132946874
ENSG00000148308	chr9	133030675	133058503
ENSG00000160271	chr9	133097720	133149334
ENSG00000175164	chr9	133250401	133276024
ENSG00000148296	chr9	133328776	133336188
ENSG00000148297	chr9	133338312	133348131
ENSG00000148303	chr9	133348218	133351426
ENSG00000148290	chr9	133351758	133356676
ENSG00000148291	chr9	133356550	133361158
ENSG00000148248	chr9	133361450	133376166
ENSG00000148300	chr9	133406059	133418096
ENSG00000160325	chr9	133459965	133470848
ENSG00000160293	chr9	133761894	133992604
ENSG00000235106	chr9	134025481	134034666
ENSG00000169925	chr9	134030305	134068535
ENSG00000196363	chr9	134135365	134159968
ENSG00000186350	chr9	134317098	134440585
ENSG00000130635	chr9	134641803	134844843
ENSG00000130558	chr9	135075422	135121179
ENSG00000196422	chr9	135479079	135488893
ENSG00000160345	chr9	135495181	135501734
ENSG00000122140	chr9	135499984	135504673
ENSG00000130559	chr9	135808487	135907546
ENSG00000130560	chr9	135932969	135961373
ENSG00000148411	chr9	136006537	136095289
ENSG00000238227	chr9	136114581	136118875
ENSG00000160360	chr9	136327476	136359605
ENSG00000165684	chr9	136375577	136400168
ENSG00000165689	chr9	136401922	136410614
ENSG00000165688	chr9	136410641	136423761
ENSG00000148396	chr9	136440096	136483759
ENSG00000148400	chr9	136494433	136546048
ENSG00000172889	chr9	136658856	136672678
ENSG00000169692	chr9	136673143	136687457
ENSG00000233016	chr9	136721366	136728184
ENSG00000244187	chr9	136791344	136793317
ENSG00000213213	chr9	136796338	136807741
ENSG00000196642	chr9	136807943	136841187
ENSG00000054148	chr9	136848724	136851027
ENSG00000107223	chr9	136862119	136866308
ENSG00000127191	chr9	136881912	136926607
ENSG00000159069	chr9	136940435	136944738
ENSG00000107317	chr9	136975092	136981742
ENSG00000148362	chr9	136992422	136993984
ENSG00000169583	chr9	136994608	136996568
ENSG00000107331	chr9	137007234	137028922
ENSG00000107281	chr9	137039463	137046179
ENSG00000054179	chr9	137048107	137054061
ENSG00000186193	chr9	137062127	137070557
ENSG00000197355	chr9	137077517	137084539
ENSG00000177239	chr9	137086985	137109183
ENSG00000176978	chr9	137110546	137115177
ENSG00000184709	chr9	137168758	137170051
ENSG00000176101	chr9	137188660	137190370
ENSG00000176058	chr9	137191617	137204193
ENSG00000187713	chr9	137204082	137205648
ENSG00000284976	chr9	137217452	137219361
ENSG00000212864	chr9	137220247	137221581
ENSG00000188229	chr9	137241287	137243707
ENSG00000188986	chr9	137255327	137273542
ENSG00000187609	chr9	137306896	137423211
ENSG00000188747	chr9	137423350	137434406
ENSG00000165802	chr9	137447570	137459334
ENSG00000130653	chr9	137459952	137550402
ENSG00000182154	chr9	137551879	137552555
ENSG00000148399	chr9	137554444	137578925
ENSG00000165724	chr9	137582081	137590512
ENSG00000197070	chr9	137605685	137615360
ENSG00000203993	chr9	137615332	137618906
ENSG00000181090	chr9	137618992	137870016
ENSG00000015171	chr10	134465	254637
ENSG00000151240	chr10	274190	689668
ENSG00000107929	chr10	806914	931705
ENSG00000107937	chr10	988434	1019932
ENSG00000067064	chr10	1039152	1049170
ENSG00000047056	chr10	1049538	1132384
ENSG00000067057	chr10	3066333	3137718
ENSG00000107959	chr10	3137728	3172841
ENSG00000067082	chr10	3775996	3785281
ENSG00000173848	chr10	5412557	5459056
ENSG00000196372	chr10	5638867	5666595
ENSG00000108021	chr10	5684838	5763740
ENSG00000057608	chr10	5765223	5842132
ENSG00000134452	chr10	5890203	5937594
ENSG00000134453	chr10	6089034	6117457
ENSG00000170525	chr10	6144934	6254644
ENSG00000198879	chr10	7158624	7411486
ENSG00000123243	chr10	7559270	7666998
ENSG00000151657	chr10	7750962	7787993
ENSG00000165629	chr10	7788147	7807815
ENSG00000107485	chr10	8045378	8075198
ENSG00000048740	chr10	10798397	11336675
ENSG00000148429	chr10	11453946	11611754
ENSG00000134463	chr10	11742366	11764070
ENSG00000148426	chr10	11823339	11872277
ENSG00000151461	chr10	11920022	12043170
ENSG00000181192	chr10	12068954	12123221
ENSG00000165609	chr10	12165330	12196144
ENSG00000151465	chr10	12195965	12250589
ENSG00000123240	chr10	13099449	13138308
ENSG00000107537	chr10	13277796	13302412
ENSG00000086475	chr10	13317428	13348298
ENSG00000165630	chr10	13586939	13630859
ENSG00000151474	chr10	13643706	14462142
ENSG00000065809	chr10	14518557	14774897
ENSG00000187522	chr10	14838306	14871741
ENSG00000152455	chr10	14878820	14904315
ENSG00000152464	chr10	15097180	15139818
ENSG00000152465	chr10	15102584	15168693
ENSG00000148468	chr10	15211643	15371289
ENSG00000148481	chr10	15778170	15860507
ENSG00000165983	chr10	16436943	16513745
ENSG00000148484	chr10	16590611	16817463
ENSG00000026025	chr10	17228241	17237593
ENSG00000204832	chr10	17386919	17445758
ENSG00000165996	chr10	17589032	17617374
ENSG00000136738	chr10	17644151	17716824
ENSG00000241058	chr10	18545561	18659285
ENSG00000165997	chr10	18659431	18681639
ENSG00000120594	chr10	19816239	20289856
ENSG00000078114	chr10	20779973	21174187
ENSG00000231920	chr10	21174014	21175048
ENSG00000078403	chr10	21524646	21743630
ENSG00000136770	chr10	21756548	22003769
ENSG00000148444	chr10	22316386	22320306
ENSG00000168283	chr10	22321099	22331484
ENSG00000150867	chr10	22534854	22714578
ENSG00000148450	chr10	23095579	23122013
ENSG00000165312	chr10	23439458	23442390
ENSG00000120549	chr10	23694746	24547848
ENSG00000107863	chr10	24583609	24723887
ENSG00000136754	chr10	26746593	26861087
ENSG00000107890	chr10	26991914	27100498
ENSG00000136758	chr10	27110112	27155266
ENSG00000107897	chr10	27195214	27242130
ENSG00000099246	chr10	27504174	27542239
ENSG00000150054	chr10	28050993	28334486
ENSG00000254635	chr10	28522652	28533066
ENSG00000095787	chr10	28532493	28623112
ENSG00000197321	chr10	29457338	29736959
ENSG00000107951	chr10	30309801	30374448
ENSG00000148516	chr10	31318495	31529814
ENSG00000165322	chr10	31805398	31928876
ENSG00000170759	chr10	32009015	32056425
ENSG00000120616	chr10	32267751	32378798
ENSG00000150093	chr10	32900318	33005792
ENSG00000099250	chr10	33177492	33336262
ENSG00000148498	chr10	34109560	34815325
ENSG00000108094	chr10	35008551	35090642
ENSG00000095794	chr10	35126791	35212958
ENSG00000108100	chr10	35247025	35572669
ENSG00000177283	chr10	35638249	35642278
ENSG00000198105	chr10	37776526	37858106
ENSG00000175395	chr10	37949573	37976647
ENSG00000189180	chr10	38010650	38065088
ENSG00000075407	chr10	38094334	38150293
ENSG00000196693	chr10	42574185	42638570
ENSG00000165733	chr10	42782795	42834937
ENSG00000169826	chr10	43138445	43185302
ENSG00000169813	chr10	43385617	43409166
ENSG00000169740	chr10	43643860	43648881
ENSG00000107562	chr10	44370165	44386493
ENSG00000165512	chr10	45000923	45005326
ENSG00000012779	chr10	45374176	45446119
ENSG00000165406	chr10	45454585	45594906
ENSG00000172661	chr10	45727200	45792961
ENSG00000188234	chr10	45825594	45853875
ENSG00000265354	chr10	45972489	46003742
ENSG00000266412	chr10	46005088	46030714
ENSG00000263639	chr10	46033307	46048180
ENSG00000107643	chr10	48306639	48439360
ENSG00000165633	chr10	49014236	49115522
ENSG00000225830	chr10	49454470	49539538
ENSG00000227345	chr10	49818279	49970203
ENSG00000204152	chr10	49942049	49974850
ENSG00000099290	chr10	50067888	50133509
ENSG00000198964	chr10	50305586	50625163
ENSG00000204147	chr10	50739318	50816495
ENSG00000177613	chr10	51695486	51699595
ENSG00000122952	chr10	56357227	56361273
ENSG00000122873	chr10	58269162	58289586
ENSG00000072401	chr10	58334979	58370751
ENSG00000108064	chr10	58385345	58399220
ENSG00000237949	chr10	58999482	59066396
ENSG00000148541	chr10	59246130	59363181
ENSG00000165449	chr10	59650761	59736002
ENSG00000108091	chr10	59788747	59906556
ENSG00000151150	chr10	60026298	60733490
ENSG00000150347	chr10	61901684	62096944
ENSG00000181915	chr10	62804720	62808479
ENSG00000148572	chr10	63133247	63155031
ENSG00000171988	chr10	63167221	63521850
ENSG00000165476	chr10	63521401	63625128
ENSG00000096717	chr10	67884656	67918390
ENSG00000148634	chr10	67921899	68075348
ENSG00000108187	chr10	68282660	68333049
ENSG00000096746	chr10	68331174	68343191
ENSG00000204130	chr10	68341107	68407294
ENSG00000122912	chr10	68477998	68527523
ENSG00000060339	chr10	68721012	68792377
ENSG00000107625	chr10	68901286	68946847
ENSG00000165732	chr10	68956170	68985068
ENSG00000198954	chr10	68988721	69043544
ENSG00000122862	chr10	69088103	69104805
ENSG00000122958	chr10	69123512	69174412
ENSG00000156502	chr10	69180234	69209099
ENSG00000156515	chr10	69269984	69401884
ENSG00000099282	chr10	69451465	69507666
ENSG00000171224	chr10	69630247	69633596
ENSG00000099284	chr10	70052846	70112282
ENSG00000042286	chr10	70098223	70132934
ENSG00000156521	chr10	70137981	70146700
ENSG00000079332	chr10	70147289	70170523
ENSG00000180817	chr10	70202835	70233911
ENSG00000148730	chr10	70404145	70428618
ENSG00000166224	chr10	70815948	70881184
ENSG00000166228	chr10	70882280	70888565
ENSG00000198246	chr10	71319259	71381423
ENSG00000107738	chr10	71747556	71773520
ENSG00000197746	chr10	71816298	71851325
ENSG00000138303	chr10	72096032	72217134
ENSG00000166295	chr10	72216000	72235860
ENSG00000168209	chr10	72273924	72276036
ENSG00000148719	chr10	72332830	72355149
ENSG00000107745	chr10	72367327	72626191
ENSG00000122884	chr10	73007217	73096974
ENSG00000122882	chr10	73130155	73169055
ENSG00000138286	chr10	73168119	73244504
ENSG00000213551	chr10	73183362	73247255
ENSG00000182180	chr10	73248843	73252693
ENSG00000138279	chr10	73375101	73414076
ENSG00000107758	chr10	73436428	73496024
ENSG00000166348	chr10	73497538	73625953
ENSG00000176986	chr10	73744372	73772161
ENSG00000172586	chr10	73782047	73783652
ENSG00000214655	chr10	73785582	73801797
ENSG00000148660	chr10	73812501	73874591
ENSG00000035403	chr10	73995193	74121363
ENSG00000185009	chr10	74120255	74151063
ENSG00000156110	chr10	74151202	74709963
ENSG00000156650	chr10	74824927	75032624
ENSG00000156671	chr10	75099586	75182123
ENSG00000165637	chr10	75210154	75231448
ENSG00000165644	chr10	75233641	75236030
ENSG00000165655	chr10	75397830	75401764
ENSG00000148655	chr10	75431624	76560168
ENSG00000156113	chr10	76869601	77638369
ENSG00000151208	chr10	77790791	77926755
ENSG00000148606	chr10	77969251	78029515
ENSG00000138326	chr10	78033760	78056813
ENSG00000108175	chr10	79068966	79316528
ENSG00000108179	chr10	79347469	79355334
ENSG00000165424	chr10	79382325	79445624
ENSG00000253626	chr10	79512601	79516440
ENSG00000185303	chr10	79555852	79560407
ENSG00000225484	chr10	79661394	79826594
ENSG00000133678	chr10	80078646	80092557
ENSG00000189129	chr10	80131682	80145359
ENSG00000122359	chr10	80150889	80205572
ENSG00000122378	chr10	80407829	80437115
ENSG00000108219	chr10	80454166	80533124
ENSG00000165678	chr10	84139509	84153568
ENSG00000107771	chr10	84328586	84518521
ENSG00000062650	chr10	86435256	86521792
ENSG00000107779	chr10	86756601	86932825
ENSG00000173267	chr10	86958599	86963258
ENSG00000148671	chr10	86968432	86983934
ENSG00000148672	chr10	87050202	87094843
ENSG00000122376	chr10	87094161	87191468
ENSG00000223482	chr10	87201647	87342612
ENSG00000107789	chr10	87504875	87553461
ENSG00000138138	chr10	87751512	87841343
ENSG00000171862	chr10	87863625	87971930
ENSG00000184719	chr10	88273864	88584530
ENSG00000107796	chr10	88935074	88991339
ENSG00000107798	chr10	89213569	89414557
ENSG00000232229	chr10	89829483	89840861
ENSG00000148688	chr10	90871716	90908553
ENSG00000180628	chr10	91163012	91284337
ENSG00000107854	chr10	91798426	91865475
ENSG00000095564	chr10	91923770	92030325
ENSG00000107864	chr10	92046692	92291078
ENSG00000198060	chr10	92291167	92353964
ENSG00000119912	chr10	92451684	92574093
ENSG00000138190	chr10	92826831	93059493
ENSG00000138119	chr10	93306429	93482334
ENSG00000148690	chr10	93667883	93702592
ENSG00000173145	chr10	94333226	94362959
ENSG00000107438	chr10	95237572	95291012
ENSG00000095637	chr10	95311771	95561414
ENSG00000059573	chr10	95605941	95656711
ENSG00000119977	chr10	95663396	95694143
ENSG00000177853	chr10	96129715	96205288
ENSG00000077147	chr10	96518110	96587452
ENSG00000155629	chr10	96593315	96720514
ENSG00000196233	chr10	96832282	96995959
ENSG00000165879	chr10	97319271	97321915
ENSG00000181274	chr10	97332497	97334729
ENSG00000052749	chr10	97356358	97426076
ENSG00000171314	chr10	97426191	97433444
ENSG00000171311	chr10	97435909	97446017
ENSG00000171307	chr10	97446170	97457370
ENSG00000155229	chr10	97458324	97498794
ENSG00000165886	chr10	97498924	97571206
ENSG00000171160	chr10	97614553	97633500
ENSG00000119986	chr10	97677424	97687241
ENSG00000155254	chr10	97713173	97718150
ENSG00000155256	chr10	97737121	97760907
ENSG00000166024	chr10	98134624	98244897
ENSG00000138131	chr10	98247690	98268194
ENSG00000107521	chr10	98416198	98446947
ENSG00000120053	chr10	99396870	99430624
ENSG00000155287	chr10	99610522	99620609
ENSG00000119929	chr10	99702558	99756134
ENSG00000014919	chr10	99710868	99732127
ENSG00000107566	chr10	100150094	100186033
ENSG00000213341	chr10	100188300	100229596
ENSG00000095485	chr10	100232298	100267680
ENSG00000196072	chr10	100273280	100286680
ENSG00000099194	chr10	100347233	100364826
ENSG00000235823	chr10	100373099	100454043
ENSG00000166136	chr10	100523740	100530000
ENSG00000166135	chr10	100529072	100559998
ENSG00000119906	chr10	100912963	100965134
ENSG00000055950	chr10	100969458	100987515
ENSG00000095539	chr10	100969518	100985871
ENSG00000107816	chr10	100996618	101007836
ENSG00000107819	chr10	101031234	101041244
ENSG00000107821	chr10	101061989	101068131
ENSG00000166167	chr10	101354033	101557321
ENSG00000166171	chr10	101570560	101609662
ENSG00000166169	chr10	101578882	101588270
ENSG00000107829	chr10	101610664	101695295
ENSG00000107833	chr10	101781325	101783413
ENSG00000198408	chr10	101784443	101818465
ENSG00000120029	chr10	101845599	102056193
ENSG00000166189	chr10	102065349	102068036
ENSG00000166197	chr10	102152176	102163871
ENSG00000107862	chr10	102245532	102382899
ENSG00000077150	chr10	102394110	102402524
ENSG00000107872	chr10	102419189	102423136
ENSG00000107874	chr10	102423245	102432584
ENSG00000138107	chr10	102461881	102502712
ENSG00000107882	chr10	102503972	102633535
ENSG00000171206	chr10	102642310	102660680
ENSG00000138175	chr10	102673731	102714397
ENSG00000156398	chr10	102714538	102743492
ENSG00000166272	chr10	102743948	102834516
ENSG00000166275	chr10	102854259	102864961
ENSG00000148842	chr10	102918294	103090222
ENSG00000076685	chr10	103088017	103193306
ENSG00000173915	chr10	103389041	103396492
ENSG00000148843	chr10	103396626	103446294
ENSG00000107957	chr10	103594027	103855543
ENSG00000065613	chr10	103967140	104029233
ENSG00000065618	chr10	104031286	104085880
ENSG00000148834	chr10	104235356	104267459
ENSG00000065621	chr10	104268873	104304950
ENSG00000108039	chr10	109864766	109923553
ENSG00000148700	chr10	109996368	110135565
ENSG00000119950	chr10	110207605	110287365
ENSG00000119953	chr10	110290730	110304938
ENSG00000108055	chr10	110567695	110606048
ENSG00000150593	chr10	110871795	110900006
ENSG00000214413	chr10	110898730	110919201
ENSG00000108061	chr10	110919593	111013666
ENSG00000119927	chr10	112149865	112215377
ENSG00000197142	chr10	112374018	112428380
ENSG00000023041	chr10	112424428	112446917
ENSG00000151532	chr10	112446998	112818744
ENSG00000148737	chr10	112950247	113167678
ENSG00000165806	chr10	113679162	113730907
ENSG00000198924	chr10	113834725	113854383
ENSG00000196865	chr10	113854661	113917194
ENSG00000043591	chr10	114043866	114046904
ENSG00000165813	chr10	114120862	114174232
ENSG00000169129	chr10	114294824	114404756
ENSG00000099204	chr10	114431113	114768061
ENSG00000151553	chr10	114821744	114899832
ENSG00000165832	chr10	114938195	114977676
ENSG00000187164	chr10	116881477	117126586
ENSG00000165646	chr10	117241093	117279430
ENSG00000165650	chr10	117277274	117375440
ENSG00000107560	chr10	118004916	118046941
ENSG00000165669	chr10	118297925	118342328
ENSG00000151893	chr10	118674167	118755249
ENSG00000107581	chr10	119033670	119080823
ENSG00000119979	chr10	119104086	119137984
ENSG00000183605	chr10	119140767	119165714
ENSG00000165672	chr10	119167720	119178812
ENSG00000148908	chr10	119499817	119542719
ENSG00000151923	chr10	119571802	119597029
ENSG00000151929	chr10	119651380	119677819
ENSG00000198825	chr10	119726042	119829147
ENSG00000197771	chr10	119829404	119892556
ENSG00000107651	chr10	119892730	119944657
ENSG00000120008	chr10	120851305	120909524
ENSG00000066468	chr10	121478332	121598458
ENSG00000107669	chr10	121740421	121928801
ENSG00000107672	chr10	121957091	121975217
ENSG00000138162	chr10	121989163	122254545
ENSG00000107679	chr10	122374696	122442602
ENSG00000166033	chr10	122458551	122514907
ENSG00000095574	chr10	122990807	123008812
ENSG00000196177	chr10	123008979	123058290
ENSG00000154473	chr10	123154402	123170467
ENSG00000065154	chr10	124397303	124418976
ENSG00000107902	chr10	124461823	124617888
ENSG00000189319	chr10	124619292	124744378
ENSG00000203791	chr10	124748149	124791887
ENSG00000165660	chr10	124801819	124836667
ENSG00000019995	chr10	124942123	124988189
ENSG00000175029	chr10	124984317	125161170
ENSG00000224023	chr10	125700436	125719566
ENSG00000107938	chr10	125719515	125764143
ENSG00000188690	chr10	125784980	125823258
ENSG00000107949	chr10	125823546	125853695
ENSG00000089876	chr10	125836337	125896436
ENSG00000150760	chr10	126905409	127452517
ENSG00000170430	chr10	129467190	129770983
ENSG00000108010	chr10	130136391	130184521
ENSG00000175470	chr10	131901008	131959834
ENSG00000176171	chr10	131966455	131982013
ENSG00000165752	chr10	132207492	132331847
ENSG00000171813	chr10	132397168	132417859
ENSG00000068383	chr10	132537787	132783480
ENSG00000130640	chr10	133278630	133312337
ENSG00000198546	chr10	133308914	133313162
ENSG00000148803	chr10	133355158	133358025
ENSG00000127884	chr10	133362485	133373354
ENSG00000148832	chr10	133379261	133391694
ENSG00000148824	chr10	133394094	133422520
ENSG00000177951	chr11	167784	207428
ENSG00000177963	chr11	207511	215113
ENSG00000142082	chr11	215030	236931
ENSG00000185627	chr11	236966	252984
ENSG00000142102	chr11	289126	296107
ENSG00000185201	chr11	307631	315272
ENSG00000142089	chr11	319676	327537
ENSG00000184363	chr11	392614	404908
ENSG00000185187	chr11	405716	417455
ENSG00000174915	chr11	448268	491399
ENSG00000023191	chr11	494512	507300
ENSG00000174775	chr11	532242	537287
ENSG00000099849	chr11	560404	564025
ENSG00000070047	chr11	576470	612222
ENSG00000185507	chr11	612553	615983
ENSG00000177030	chr11	644233	706715
ENSG00000177106	chr11	694438	727727
ENSG00000177042	chr11	695428	705028
ENSG00000177156	chr11	747415	765012
ENSG00000177225	chr11	767220	777488
ENSG00000177542	chr11	790475	798281
ENSG00000177595	chr11	799179	809753
ENSG00000177600	chr11	809965	812880
ENSG00000177666	chr11	818914	825573
ENSG00000177685	chr11	826144	831991
ENSG00000177697	chr11	832887	839831
ENSG00000177700	chr11	837356	842529
ENSG00000214063	chr11	842812	867116
ENSG00000177830	chr11	867859	915058
ENSG00000183020	chr11	924894	1012245
ENSG00000254872	chr11	1049880	1055749
ENSG00000078902	chr11	1274371	1309654
ENSG00000182208	chr11	1469457	1501247
ENSG00000117984	chr11	1752755	1764573
ENSG00000130592	chr11	1853084	1892267
ENSG00000214026	chr11	1947278	1984522
ENSG00000183734	chr11	2268495	2270952
ENSG00000110651	chr11	2376177	2397397
ENSG00000184281	chr11	2400488	2403878
ENSG00000053918	chr11	2444684	2849105
ENSG00000129757	chr11	2883213	2885773
ENSG00000110628	chr11	2899721	2925246
ENSG00000181649	chr11	2928273	2929420
ENSG00000205531	chr11	2944431	2992377
ENSG00000110619	chr11	3000922	3057613
ENSG00000021762	chr11	3087107	3166739
ENSG00000005801	chr11	3339261	3379222
ENSG00000110713	chr11	3671083	3797792
ENSG00000148985	chr11	3797724	3826371
ENSG00000177105	chr11	3826978	3840959
ENSG00000167323	chr11	3854527	4093210
ENSG00000167325	chr11	4094707	4138932
ENSG00000132109	chr11	4384897	4393702
ENSG00000167333	chr11	4598672	4608231
ENSG00000180785	chr11	4643420	4655488
ENSG00000167332	chr11	4680171	4697854
ENSG00000244734	chr11	5225464	5229395
ENSG00000132256	chr11	5663195	5938619
ENSG00000132274	chr11	5689697	5737089
ENSG00000051009	chr11	6211345	6234711
ENSG00000170955	chr11	6318946	6320532
ENSG00000166311	chr11	6390440	6394998
ENSG00000166313	chr11	6395124	6419414
ENSG00000110171	chr11	6448613	6474459
ENSG00000132254	chr11	6474683	6481479
ENSG00000132286	chr11	6481501	6484681
ENSG00000132275	chr11	6595072	6603616
ENSG00000166333	chr11	6603708	6610874
ENSG00000166337	chr11	6606294	6612539
ENSG00000166340	chr11	6612768	6619448
ENSG00000158042	chr11	6680385	6683340
ENSG00000166387	chr11	7513298	7657127
ENSG00000166394	chr11	7665100	7677222
ENSG00000175390	chr11	7970251	8001862
ENSG00000166405	chr11	8106056	8169055
ENSG00000166441	chr11	8682788	8714759
ENSG00000166444	chr11	8693351	8910951
ENSG00000166452	chr11	8911139	8920084
ENSG00000175348	chr11	8947202	8965011
ENSG00000175356	chr11	9019498	9138114
ENSG00000184014	chr11	9138825	9265350
ENSG00000166471	chr11	9280654	9314636
ENSG00000205339	chr11	9384652	9448127
ENSG00000166478	chr11	9460319	9528524
ENSG00000166483	chr11	9573670	9593457
ENSG00000133789	chr11	9664077	9752993
ENSG00000133812	chr11	9778667	10294207
ENSG00000133805	chr11	10308313	10507579
ENSG00000110315	chr11	10511673	10541230
ENSG00000072952	chr11	10573091	10693988
ENSG00000198730	chr11	10751246	10801625
ENSG00000110321	chr11	10797050	10808940
ENSG00000236287	chr11	10812074	10858796
ENSG00000247271	chr11	10858179	10908972
ENSG00000170242	chr11	11841423	11961887
ENSG00000050165	chr11	11956207	12009769
ENSG00000197702	chr11	12377563	12535356
ENSG00000148925	chr11	13388001	13463297
ENSG00000197601	chr11	13668668	13732346
ENSG00000133818	chr11	14277922	14364506
ENSG00000129083	chr11	14443440	14500027
ENSG00000129084	chr11	14504874	14643635
ENSG00000152270	chr11	14643804	14872044
ENSG00000186104	chr11	14877440	14892252
ENSG00000110680	chr11	14966668	14972354
ENSG00000110696	chr11	16613132	16758340
ENSG00000110700	chr11	17074388	17077715
ENSG00000011405	chr11	17077730	17207983
ENSG00000070081	chr11	17208153	17349980
